PostID,Time,TweetUrl,Content,UserID,UserName,RetweetNum,LikeNum,ReplyNum,UserHandle,UserUrl,Location,UserID_PostID,CurrentPage
1431074559587872773,Fri Aug 27 02:02:17 +0000 2021,https://twitter.com/AFNCThailand/status/1431074559587872773,"ช่วงการแพร่ระบาดของเชื้อโควิด-19 ความรับผิดชอบของคน 1 คน จำเป็นแค่ไหน ?

อ่านเพิ่มเติมที่ https://t.co/eQ1hWTV3lh

#ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #โควิด19 #COVID19 #ความรับผิดชอบ #หน้ากากอนามัย #ล้างมือ #แพร่เชื้อ https://t.co/fpffB2HZuv",1188724507432718336,ศูนย์ต่อต้านข่าวปลอม ประเทศไทย,48,41,0,AFNCThailand,https://twitter.com/AFNCThailand,,"AFNCThailand,1431074559587872773",1
1431470204584751110,Sat Aug 28 04:14:26 +0000 2021,https://twitter.com/AFNCThailand/status/1431470204584751110,"ข่าวบิดเบือน การทดสอบความรู้งานด้านป้องกันปราบปราม สำนักงานตำรวจแห่งชาติ ผลสอบมีผลต่อการปรับเพิ่ม-ลด เงินเดือน

อ่านเพิ่มเติมได้ที่ https://t.co/D7DHXNVW8V

#ข่าวบิดเบือน #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #การสอบ #ตำรวจ #ปราบปราม #ผลสอบ #เงินเดือน https://t.co/LLOVBEjxdN",1188724507432718336,ศูนย์ต่อต้านข่าวปลอม ประเทศไทย,0,4,0,AFNCThailand,https://twitter.com/AFNCThailand,,"AFNCThailand,1431470204584751110",1
1430821318027513861,Thu Aug 26 09:16:00 +0000 2021,https://twitter.com/AFNCThailand/status/1430821318027513861,"ข่าวปลอม อย่าแชร์! ❌ คลิปจากต่างประเทศแนะดื่มน้ำร้อน และหายใจสูดไอน้ำ ช่วยฆ่าเชื้อโควิด-19 ในร่างกาย

อ่านเพิ่มเติมที่ https://t.co/PNxGepMAky

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #โควิด19 #คลิปวิดีโอ #ดื่นน้ำ #น้ำอุ่น #น้ำร้อน #สูดไอน้ำ #ฆ่าเชื้อ https://t.co/xQ9ImSDYhb",1188724507432718336,ศูนย์ต่อต้านข่าวปลอม ประเทศไทย,94,68,0,AFNCThailand,https://twitter.com/AFNCThailand,,"AFNCThailand,1430821318027513861",1
1430775102300311554,Thu Aug 26 06:12:21 +0000 2021,https://twitter.com/AFNCThailand/status/1430775102300311554,"รายงานสถานการณ์โรคติดเชื้อไวรัสโคโรนา 2019 (COVID-19) ในประเทศไทย ตั้งแต่เดือนมีนาคม 2563 ถึงวันที่ 26 สิงหาคม 2564

#ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #โควิด19 #COVID19 https://t.co/h1rFuUNmD7",1188724507432718336,ศูนย์ต่อต้านข่าวปลอม ประเทศไทย,26,27,0,AFNCThailand,https://twitter.com/AFNCThailand,,"AFNCThailand,1430775102300311554",1
1430787139059392514,Thu Aug 26 07:00:11 +0000 2021,https://twitter.com/AFNCThailand/status/1430787139059392514,"ข่าวปลอม อย่าแชร์! ❌ โครงการสนับสนุนสินเชื่อปล่อยกู้รายย่อย สำหรับผู้ได้รับผลกระทบจากโควิด-19 จากธนาคารของรัฐ

อ่านเพิ่มเติมที่ https://t.co/JVLxL0bbiv

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #สินเชื่อ #กู้เงิน #เงินกู้ #ออมสิน #กรุงไทย #ธกส https://t.co/I61TrqdEWc",1188724507432718336,ศูนย์ต่อต้านข่าวปลอม ประเทศไทย,18,20,0,AFNCThailand,https://twitter.com/AFNCThailand,,"AFNCThailand,1430787139059392514",1
1431202330108522499,Fri Aug 27 10:30:00 +0000 2021,https://twitter.com/AFNCThailand/status/1431202330108522499,"ข่าวปลอม อย่าแชร์! ❌ ธนบัตรปลอมระบาดในพื้นที่จังหวัดสุราษฎร์ธานี

อ่านเพิ่มเติมที่ https://t.co/w7V1ugLVS9

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #ธนบัตร #แบงก์ปลอม #เงิน #สุราษฎร์ธานี #นักศึกษา https://t.co/6plt1s6bRq",1188724507432718336,ศูนย์ต่อต้านข่าวปลอม ประเทศไทย,13,15,0,AFNCThailand,https://twitter.com/AFNCThailand,,"AFNCThailand,1431202330108522499",1
1430470005427085315,Wed Aug 25 10:00:00 +0000 2021,https://twitter.com/AFNCThailand/status/1430470005427085315,"ข่าวปลอม อย่าแชร์! ❌ ตลาดหลักทรัพย์แห่งประเทศไทย เปิดให้ลงทะเบียนรับเงิน 1,000 บาท

อ่านเพิ่มเติมที่ https://t.co/RrSN7pqMoe

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #เงิน #แจกเงินสด #ลงทะเบียน #ตลาดหลักทรัพย์ #SMS https://t.co/fW9knzrvva",1188724507432718336,ศูนย์ต่อต้านข่าวปลอม ประเทศไทย,15,15,0,AFNCThailand,https://twitter.com/AFNCThailand,,"AFNCThailand,1430470005427085315",1
1431557474621042696,Sat Aug 28 10:01:13 +0000 2021,https://twitter.com/AFNCThailand/status/1431557474621042696,"ข่าวปลอม อย่าแชร์! ❌ ไปรษณีย์ไทย ส่งข้อความแสดงความยินดีที่ลูกค้าสมาชิกมีสิทธิ์แลกซื้อสมาร์ทโฟน และให้ดาวน์โหลดแอปพลิเคชัน EMS Central

อ่านเพิ่มเติมที่ https://t.co/AEcZAObGnB

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #ไปรษณีย์ #ส่งของ #พัสดุ #แลกซื้อ https://t.co/lBCMiOpHzg",1188724507432718336,ศูนย์ต่อต้านข่าวปลอม ประเทศไทย,0,3,0,AFNCThailand,https://twitter.com/AFNCThailand,,"AFNCThailand,1431557474621042696",1
1430734244733759490,Thu Aug 26 03:30:00 +0000 2021,https://twitter.com/AFNCThailand/status/1430734244733759490,"ครม. เห็นชอบให้คงอัตราภาษีมูลค่าเพิ่ม หรือ VAT เป็น 7% ต่ออีก 2 ปี สิ้นสุด ก.ย. 2566 จริงหรือ ?

อ่านเพิ่มเติมที่ https://t.co/tC8ZfkOk4h

#ข่าวจริง #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #VAT #ภาษี #ภาษีมูลค่าเพิ่ม #การคลัง https://t.co/ScHLIx0NN2",1188724507432718336,ศูนย์ต่อต้านข่าวปลอม ประเทศไทย,26,26,0,AFNCThailand,https://twitter.com/AFNCThailand,,"AFNCThailand,1430734244733759490",1
1430839940519133190,Thu Aug 26 10:30:00 +0000 2021,https://twitter.com/AFNCThailand/status/1430839940519133190,"ข่าวบิดเบือน ผู้ที่ติดเชื้อโควิด-19 จะไม่สามารถกลั้นหายใจได้

อ่านเพิ่มเติมที่ https://t.co/7NQHQJ0W7x

#ข่าวบิดเบือน #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #โควิด19 #COVID19 #กลั้นหายใจ #ปอดอักเสบ #หายใจ https://t.co/pb8OkpCErl",1188724507432718336,ศูนย์ต่อต้านข่าวปลอม ประเทศไทย,19,17,0,AFNCThailand,https://twitter.com/AFNCThailand,,"AFNCThailand,1430839940519133190",1
1429749505482661891,Mon Aug 23 10:17:00 +0000 2021,https://twitter.com/AFNCThailand/status/1429749505482661891,"ข่าวปลอม อย่าแชร์! ❌ เว็บไซต์ลงทะเบียนขอรับวัคซีนโควิด-19 ยี่ห้อไฟเซอร์ สำหรับคนไทย

อ่านเพิ่มเติมที่ https://t.co/nXMCAhaZSb

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #โควิด19 #วัคซีน #ไฟเซอร์ #จองวัคซีน https://t.co/ZxMBzvvjvH",1188724507432718336,ศูนย์ต่อต้านข่าวปลอม ประเทศไทย,26,27,0,AFNCThailand,https://twitter.com/AFNCThailand,,"AFNCThailand,1429749505482661891",2
1429358380833857543,Sun Aug 22 08:22:48 +0000 2021,https://twitter.com/AFNCThailand/status/1429358380833857543,"ข่าวปลอม อย่าแชร์! ❌ กินพริกไทยป่นผสมน้ำผึ้งและขิง ติดกัน 5 วันสามารถกำจัดโควิด-19 ได้

อ่านเพิ่มเติมได้ที่ https://t.co/8LcssmUTUY

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #พริกไทย #น้ำผึ้ง #ขิง #กำจัดเชื้อ #โควิด19 https://t.co/B429bJo4ub",1188724507432718336,ศูนย์ต่อต้านข่าวปลอม ประเทศไทย,14,15,0,AFNCThailand,https://twitter.com/AFNCThailand,,"AFNCThailand,1429358380833857543",2
1430092525096767490,Tue Aug 24 09:00:02 +0000 2021,https://twitter.com/AFNCThailand/status/1430092525096767490,"ข่าวปลอม อย่าแชร์! ❌ นักวิทยาศาสตร์ของ Pfizer เตือนเรื่องการฉีดวัคซีนโควิด-19 ทำให้เสียชีวิตภายใน 2 สัปดาห์

อ่านเพิ่มเติมที่ https://t.co/PTNvpCzChq

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #โควิด19 #วัคซีน #ไฟเซอร์ #ซิโนแวค #แอสตร้า #เสียชีวิต https://t.co/w4RKLgMV51",1188724507432718336,ศูนย์ต่อต้านข่าวปลอม ประเทศไทย,5,5,0,AFNCThailand,https://twitter.com/AFNCThailand,,"AFNCThailand,1430092525096767490",2
1429692380731559943,Mon Aug 23 06:30:00 +0000 2021,https://twitter.com/AFNCThailand/status/1429692380731559943,"สปสช.ปรับเกณฑ์จ่ายค่าอาหาร Home Isolation พร้อมเพิ่มค่าออกซิเจนวันละ 450 บาท จริงหรือ?

อ่านเพิ่มเติมที่ https://t.co/a95jRUqxBA

#ข่าวจริง #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #โควิด19 #HomeIsolation #รักษา #ออกซิเจน https://t.co/tQ0q9OfL5j",1188724507432718336,ศูนย์ต่อต้านข่าวปลอม ประเทศไทย,17,15,0,AFNCThailand,https://twitter.com/AFNCThailand,,"AFNCThailand,1429692380731559943",2
1429381203740684294,Sun Aug 22 09:53:30 +0000 2021,https://twitter.com/AFNCThailand/status/1429381203740684294,"ข่าวปลอม อย่าแชร์! ❌ เว็บไซต์สำนักบริหารการทะเบียน ระบบตรวจสอบการฉีดวัคซีนของหมอพร้อม กรอกข้อมูลเช็คแล้วจะหายหมดทุกบัญชี

อ่านเพิ่มเติมได้ที่ https://t.co/iRhMpUhTfU

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #เว็บไซต์ #ตรวจสอบ #ประวัติฉีดวัคซีน https://t.co/RusRsUlvwB",1188724507432718336,ศูนย์ต่อต้านข่าวปลอม ประเทศไทย,40,39,0,AFNCThailand,https://twitter.com/AFNCThailand,,"AFNCThailand,1429381203740684294",2
1430417154717806593,Wed Aug 25 06:30:00 +0000 2021,https://twitter.com/AFNCThailand/status/1430417154717806593,"ข่าวปลอม อย่าแชร์! ❌ ลอตเตอรี่สัญลักษณ์ผีน้อย และกบไชโย มีโอกาสถูกรางวัลสูงกว่าแบบอื่น

อ่านเพิ่มเติมที่ https://t.co/hFoE1xptGl

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #ลอตเตอรี่ #สลากกินแบ่งรัฐบาล #หวย #ถูกรางวัล #ผีน้อย #กบไชโย https://t.co/02LG6wFRnp",1188724507432718336,ศูนย์ต่อต้านข่าวปลอม ประเทศไทย,68,49,0,AFNCThailand,https://twitter.com/AFNCThailand,,"AFNCThailand,1430417154717806593",2
1429715034742067202,Mon Aug 23 08:00:01 +0000 2021,https://twitter.com/AFNCThailand/status/1429715034742067202,"ข่าวบิดเบือน ทุกเรือนจำในประเทศไทย พบเชื้อโควิด-19 ระบาดเป็นจำนวนมาก ชนิดติดต่อกันแบบ 95%

อ่านเพิ่มเติมที่ https://t.co/FXi0DsnM4F

#ข่าวบิดเบือน #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #เรือนจำ #โควิด19 #ในคุก #ผู้ต้องขัง #นักโทษ https://t.co/R563rt2Ra6",1188724507432718336,ศูนย์ต่อต้านข่าวปลอม ประเทศไทย,15,6,0,AFNCThailand,https://twitter.com/AFNCThailand,,"AFNCThailand,1429715034742067202",2
1430123654268944389,Tue Aug 24 11:03:44 +0000 2021,https://twitter.com/AFNCThailand/status/1430123654268944389,"ฮ่องกงเพิ่มไทยเข้ากลุ่มประเทศเสี่ยงสูง แม้ฉีดวัคซีนจากไทยก็เข้าฮ่องกงไม่ได้ จริงหรือ ?

อ่านเพิ่มเติมที่ https://t.co/cmPLjiEbHm

#ข่าวจริง #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #โควิด19 #ต่างประเทศ #ฮ่องกง #เสี่ยงสูง #เดินทาง https://t.co/sGAKgdAKzR",1188724507432718336,ศูนย์ต่อต้านข่าวปลอม ประเทศไทย,8,8,0,AFNCThailand,https://twitter.com/AFNCThailand,,"AFNCThailand,1430123654268944389",2
1429687752937799682,Mon Aug 23 06:11:37 +0000 2021,https://twitter.com/AFNCThailand/status/1429687752937799682,"รายงานสถานการณ์โรคติดเชื้อไวรัสโคโรนา 2019 (COVID-19) ในประเทศไทย ตั้งแต่เดือนมีนาคม 2563 ถึงวันที่ 23 สิงหาคม 2564

#ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #โควิด19 #COVID19 https://t.co/FSFf3axabi",1188724507432718336,ศูนย์ต่อต้านข่าวปลอม ประเทศไทย,51,51,0,AFNCThailand,https://twitter.com/AFNCThailand,,"AFNCThailand,1429687752937799682",2
1429390729982349313,Sun Aug 22 10:31:21 +0000 2021,https://twitter.com/AFNCThailand/status/1429390729982349313,"ข่าวปลอม อย่าแชร์! ❌ แบงก์พันปลอมหมายเลขเดียวกันจากต่างประเทศระบาดเข้าไทย

อ่านเพิ่มเติมได้ที่ https://t.co/ri7p0pJHQb

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #แบงค์พัน #แบงค์ปลอม #ธนบัตรปลอม https://t.co/KvuRgrtYOx",1188724507432718336,ศูนย์ต่อต้านข่าวปลอม ประเทศไทย,28,31,0,AFNCThailand,https://twitter.com/AFNCThailand,,"AFNCThailand,1429390729982349313",2
1430411405912461318,Wed Aug 25 06:07:09 +0000 2021,https://twitter.com/AFNCThailand/status/1430411405912461318,"รายงานสถานการณ์โรคติดเชื้อไวรัสโคโรนา 2019 (COVID-19) ในประเทศไทย ตั้งแต่เดือนมีนาคม 2563 ถึงวันที่ 25 สิงหาคม 2564

#ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #โควิด19 #COVID19 https://t.co/3RFnTd0yRX",1188724507432718336,ศูนย์ต่อต้านข่าวปลอม ประเทศไทย,20,20,0,AFNCThailand,https://twitter.com/AFNCThailand,,"AFNCThailand,1430411405912461318",2
1430062321255297036,Tue Aug 24 07:00:01 +0000 2021,https://twitter.com/AFNCThailand/status/1430062321255297036,"ข่าวปลอม อย่าแชร์! ❌ น้ำแข็งยูนิคใส่สารฟอร์มาลีน ทำให้คนไทยเป็นโรคมะเร็งอันดับ 1 ของโลก

อ่านเพิ่มเติมที่ https://t.co/pLkGbY2Yo4

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #น้ำแข็ง #ละลาย #ฟอร์มาลีน #มะเร็ง https://t.co/XsPNCAa0IM",1188724507432718336,ศูนย์ต่อต้านข่าวปลอม ประเทศไทย,4,3,0,AFNCThailand,https://twitter.com/AFNCThailand,,"AFNCThailand,1430062321255297036",2
1430349346231361544,Wed Aug 25 02:00:33 +0000 2021,https://twitter.com/AFNCThailand/status/1430349346231361544,"วิธีป้องกันไม่ให้โดนล้วงข้อมูล

อ่านเพิ่มเติมที่ https://t.co/m1fZPOG6fU

#ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #มิจฉาชีพ #ออนไลน์ #GiftVoucher #เตือนภัย https://t.co/DhqfVHlxdm",1188724507432718336,ศูนย์ต่อต้านข่าวปลอม ประเทศไทย,59,63,0,AFNCThailand,https://twitter.com/AFNCThailand,,"AFNCThailand,1430349346231361544",2
1429647080495140865,Mon Aug 23 03:30:00 +0000 2021,https://twitter.com/AFNCThailand/status/1429647080495140865,"ข่าวปลอม อย่าแชร์! ❌ ประชาชนอายุ 55 ปีขึ้นไป สามารถ walk in ขอฉีดวัคซีน AstraZeneca ที่ไอคอนสยาม

อ่านเพิ่มเติมที่ https://t.co/eoXV4S5Jhw

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #โควิด19 #วัคซีน #ไอคอนสยาม #walkin #แอสตร้า https://t.co/FdYrT27oCU",1188724507432718336,ศูนย์ต่อต้านข่าวปลอม ประเทศไทย,26,27,0,AFNCThailand,https://twitter.com/AFNCThailand,,"AFNCThailand,1429647080495140865",2
1429624706953478147,Mon Aug 23 02:01:05 +0000 2021,https://twitter.com/AFNCThailand/status/1429624706953478147,"7 สิ่ง “ต้อง” ช่วยระวังผลิตภัณฑ์ทำลายสุขภาพ ยุคโควิด-19

อ่านเพิ่มเติมได้ที่ https://t.co/KoVpLZIx4V

#ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #ผลิตภัณฑ์ #โกง #มิจฉาชีพ #แอบอ้างสรรพคุณ https://t.co/pXNatVigYS",1188724507432718336,ศูนย์ต่อต้านข่าวปลอม ประเทศไทย,33,29,0,AFNCThailand,https://twitter.com/AFNCThailand,,"AFNCThailand,1429624706953478147",2
1429987231150743559,Tue Aug 24 02:01:38 +0000 2021,https://twitter.com/AFNCThailand/status/1429987231150743559,"รู้หรือไม่? จงใจไอ จาม หรือบ้วนน้ำลายใส่ผู้อื่นมีความผิด

อ่านเพิ่มเติมที่ https://t.co/NHjRtWQKhf

#ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #ผิดกฎหมาย #ปรับเงิน #จำคุก #แพร่เชื้อ https://t.co/0g0BQn8ryP",1188724507432718336,ศูนย์ต่อต้านข่าวปลอม ประเทศไทย,102,76,0,AFNCThailand,https://twitter.com/AFNCThailand,,"AFNCThailand,1429987231150743559",2
1430371858071834631,Wed Aug 25 03:30:00 +0000 2021,https://twitter.com/AFNCThailand/status/1430371858071834631,"สธ. ไม่ปิดกั้น ให้เอกชนสามารถนำเข้าวัคซีนไฟเซอร์ได้ จริงหรือ ?

อ่านเพิ่มเติมที่ https://t.co/kUfvT9Vovr

#ข่าวจริง #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #โควิด19 #วัคซีน #นำเข้า #ไฟเซอร์ #เอกชน #โรงพยาบาล https://t.co/6JbXVFkD4k",1188724507432718336,ศูนย์ต่อต้านข่าวปลอม ประเทศไทย,19,19,2,AFNCThailand,https://twitter.com/AFNCThailand,,"AFNCThailand,1430371858071834631",2
1429384996175847425,Sun Aug 22 10:08:34 +0000 2021,https://twitter.com/AFNCThailand/status/1429384996175847425,"ข่าวปลอม อย่าแชร์! ❌ ใช้ยาแอสไพรินบดโรยแผลสด ทำให้แผลแห้ง หายไว

อ่านเพิ่มเติมที่ https://t.co/2rFL57oqyo

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #แอสไพริน #ยา #แผล #รักษา https://t.co/gPyAy7gCAO",1188724507432718336,ศูนย์ต่อต้านข่าวปลอม ประเทศไทย,53,45,0,AFNCThailand,https://twitter.com/AFNCThailand,,"AFNCThailand,1429384996175847425",2
